"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"h lu , h liu","","tables capabilities rdbms classification decision scalable exploring","decision tables : scalable classification exploring rdbms capabilities","dblp_b_1211","vldb","2000"
"r pottinger , a levy","using","algorithm views answering scalable queries","a scalable algorithm for answering queries using views","dblp_b_1212","vldb","2000"
"t shintani , m kitsuregawa","","parallel mining classification hierarchy association rules generalized algorithms","parallel mining algorithms for generalized association rules with classification hierarchy","dblp_b_1213","sigmod conference","1998"
"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal","","query mining association rule flocks generalization","query flocks : a generalization of association-rule mining","dblp_b_1214","sigmod conference","1998"
"j goldstein , r ramakrishnan","","nearest contrast sphere neighbour space trees time p vs searches plots","contrast plots and p-sphere trees : space vs. time in nearest neighbour searches","dblp_b_1215","vldb","2000"
"m carey , s kirsch , m roth , b linden , n adiba , m blow , d florescu , d li , i oprencak , r panwar , r qi , d rieber , j shafer , b sterling , t urhan , b vickery , d wineman , k yee","","distributed services propel platform","the propel distributed services platform","dblp_b_1216","vldb","2001"
"o zaяane , j han , z li , s chee , j chiang","system data","mining multimedia prototype multimediaminer","multimediaminer : a system prototype for multimedia data mining","dblp_b_1217","sigmod conference","1998"
"m toyama","database","extended sql presentation supersql publishing","supersql : an extended sql for database publishing and presentation","dblp_b_1218","sigmod conference","1998"
"s narayanan , s subramanian","system management","tavant side channel sell architecture","tavant system architecture for sell-side channel management","dblp_b_1219","vldb","2001"
"m abrol , n latarche , u mahadevan , j mao , r mukherjee , p raghavan , m tourn , j wang , g zhang","data","scale structured navigating semi large portals business","navigating large-scale semi-structured data in business portals","dblp_b_1220","vldb","2001"
"p baumann , a dehmel , p furtado , r ritsch , n widmann","system database","multidimensional rasdaman","the multidimensional database system rasdaman","dblp_b_1221","sigmod conference","1998"
"a datta , k dutta , h thomas , d vandermeer , k ramamritham , d fishman","","dynamic middle caching study content support acceleration solutions comparative web alternative tier","a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration","dblp_b_1222","vldb","2001"
"j park , y kwon , k kim , s lee , b park , s cha","system","applications high memory extensible storage performance xmas main","xmas : an extensible main-memory storage system for high-performance applications","dblp_b_1223","sigmod conference","1998"
"w may","system data","integration xml manipulation lopix","lopix : a system for xml data integration and manipulation","dblp_b_1224","vldb","2001"
"w cohen","using based database","like textual providing queries web similarity access","providing database-like access to the web using queries based on textual similarity","dblp_b_1225","sigmod conference","1998"
"n anciaux , c bobineau , l bouganim , p pucheral , p valduriez","","validation experience picodbms","picodbms : validation and experience","dblp_b_1226","vldb","2001"
"z lacroix , a sahuguet , r chandrasekar","","get oriented web seek user cache smart","user-oriented smart-cache for the web : what you seek is what you get !","dblp_b_1227","sigmod conference","1998"
"j catozzi , s rabinovici","system","extensions parallel teradata vldb operating","operating system extensions for the teradata parallel vldb","dblp_b_1228","vldb","2001"
"s chaudhuri , v narasayya","","sql wizard index microsoft tuning server","microsoft index tuning wizard for sql server 7.0","dblp_b_1229","sigmod conference","1998"
"b kiepuszewski , r mќhlberger , m orlowska","systems","backward flowback recovery providing workflow","flowback : providing backward recovery for workflow systems","dblp_b_1230","sigmod conference","1998"
"a morishima , s koizumi , h kitagawa , s takano","data based","enabling construct sites example users repositories xml approach web intensive end","enabling end-users to construct data-intensive web-sites from xml repositories : an example-based approach","dblp_b_1231","vldb","2001"
"r baumgartner , s flesca , g gottlob","","generation supervised wrapper lixto","supervised wrapper generation with lixto","dblp_b_1232","vldb","2001"
"t griffin , r hull","","hypothetical framework implementing queries","a framework for implementing hypothetical queries","dblp_b_1233","sigmod conference","1997"
"j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar","information","integration worlinfo web assistant temporal spatio","the worlinfo assistant : spatio-temporal information integration on the web","dblp_b_1234","vldb","2001"
"s brin , r motwani , j ullman , s tsur","data","implication counting dynamic rules market basket itemset","dynamic itemset counting and implication rules for market basket data","dblp_b_1235","sigmod conference","1997"
"y zhao , p deshpande , j naughton","based","multidimensional algorithm array aggregates simultaneous","an array-based algorithm for simultaneous multidimensional aggregates","dblp_b_1236","sigmod conference","1997"
"g sindoni , l tininini , a ambrosetti , c bedeschi , s francisci , o gargano , r molinaro , m paolucci , p patteri , p ticca","system information","temporal sit life real spatio","sit-in : a real-life spatio-temporal information system","dblp_b_1237","vldb","2001"
"s acharya , m franklin , s zdonik","data","broadcast pull push balancing","balancing push and pull for data broadcast","dblp_b_1238","sigmod conference","1997"
"h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch","system database","smooth multimedia distributed","smooth - a distributed multimedia database system","dblp_b_1239","vldb","2001"
"m kornacker , c mohan , j hellerstein","","recovery generalized search concurrency trees","concurrency and recovery in generalized search trees","dblp_b_1240","sigmod conference","1997"
"j pereira , f fabret , h jacobsen , f llirbat , d shasha","system based","high subscribe webfilter throughput xml publish","webfilter : a high-throughput xml-based publish and subscribe system","dblp_b_1241","vldb","2001"
"k yagoub , d florescu , v issarny , p valduriez","using data","sites customizing weave building web intensive","building and customizing data-intensive web sites using weave","dblp_b_1242","vldb","2000"
"n roussopoulos , y kotidis , m roussopoulos","data","cubetree bulk cube updates organization","cubetree : organization of and bulk updates on the data cube","dblp_b_1243","sigmod conference","1997"
"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian","system database","relational xml vxmlr visual","vxmlr : a visual xml-relational database system","dblp_b_1244","vldb","2001"
"s ceri , p fraternali , s paraboschi","","web lab idea","the idea web lab","dblp_b_1245","sigmod conference","1998"
"t stіhr , e rahm","data","parallel tool warlock allocation warehouses","warlock : a data allocation tool for parallel warehouses","dblp_b_1246","vldb","2001"
"s berchtold , c bіhm , b braunmќller , d keim , h kriegel","databases","similarity fast parallel multimedia search","fast parallel similarity search in multimedia databases","dblp_b_1247","sigmod conference","1997"
"y tao , d papadias","","queries method timestamp tree temporal interval spatio access","mv3r-tree : a spatio-temporal access method for timestamp and interval queries","dblp_b_1248","vldb","2001"
