"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"shahram ghandeharizadeh , richard hull , dean jacobs","database","first deltas class citizens language programming elevating heraclitus","heraclitus : elevating deltas to be first-class citizens in a database programming language","acm_1950","acm transactions on database systems ( tods )","1996"
"ramakrishnan srikant , rakesh agrawal","","tables mining large association relational rules quantitative","mining quantitative association rules in large relational tables","acm_1951","international conference on management of data","1996"
"peter g. selfridge , divesh srivastava , lynn o. wilson","data","exploration interactive analysis idea","idea : interactive data exploration and analysis","acm_1952","international conference on management of data","1996"
"takeshi fukuda , yasukiko morimoto , shinichi morishita , takeshi tokuyama","using data","mining two association rules visualization scheme optimized algorithms dimensional","data mining using two-dimensional optimized association rules : scheme , algorithms , and visualization","acm_1953","international conference on management of data","1996"
"piyush goel , bala iyer","","query sql queries class general reordering optimization","sql query optimization : reordering for a general class of queries","acm_1954","international conference on management of data","1996"
"bennet vance , david maier","","order products bushy rapid cartesian join optimization","rapid bushy join-order optimization with cartesian products","acm_1955","international conference on management of data","1996"
"w. o'connell , i. t. ieong , d. schrader , c. watson , g. au , a. biliris , s. choo , p. colin , g. linderman , e. panagos , j. wang , t. walter","based","teradata massively manager content parallel object multimedia architectures","a teradata content-based multimedia object manager for massively parallel architectures","acm_1956","international conference on management of data","1996"
"david simmen , eugene shekita , timothy malkemus","","order optimization techniques fundamental","fundamental techniques for order optimization","acm_1957","international conference on management of data","1996"
"surajit chaudhuri , luis gravano","","repositories multimedia queries optimizing","optimizing queries over multimedia repositories","acm_1958","international conference on management of data","1996"
"banu &#214; zden , rajeev rastogi , prashant shenoy , avi silberschatz","","media servers fault architectures tolerant continuous","fault-tolerant architectures for continuous media servers","acm_1959","international conference on management of data","1996"
"chendong zou , betty salzberg","","line sparsely reorganization trees populated b","on-line reorganization of sparsely-populated b + - trees","acm_1960","international conference on management of data","1996"
"tian zhang , raghu ramakrishnan , miron livny","databases data","method clustering birch large efficient","birch : an efficient data clustering method for very large databases","acm_1961","international conference on management of data","1996"
"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian","systems","distributed optimization query mediator caching","query caching and optimization in distributed mediator systems","acm_1962","international conference on management of data","1996"
"kiran j. achyutuni , edward omiecinski , shamkant b. navathe","databases","nothing line parallel index two shared techniques modification","two techniques for on-line index modification in shared nothing parallel databases","acm_1963","international conference on management of data","1996"
